Player,id,link,Opponent,GP,G,A,PTS,GW
Chris Tanev,tanevch01,/players/g/granlmi01.html,Detroit Red Wings,24,1,2,3,0
Chris Tanev,tanevch01,/players/g/granlmi01.html,Edmonton Oilers,55,2,6,8,1
Chris Tanev,tanevch01,/players/g/granlmi01.html,Florida Panthers,19,0,0,0,0
Chris Tanev,tanevch01,/players/g/granlmi01.html,Los Angeles Kings,38,2,4,6,0
Chris Tanev,tanevch01,/players/g/granlmi01.html,Minnesota Wild,33,1,3,4,0
Chris Tanev,tanevch01,/players/g/granlmi01.html,Montreal Canadiens,30,0,3,3,0
Chris Tanev,tanevch01,/players/g/granlmi01.html,Nashville Predators,32,0,7,7,0
Chris Tanev,tanevch01,/players/g/granlmi01.html,New Jersey Devils,20,0,6,6,0
Chris Tanev,tanevch01,/players/g/granlmi01.html,New York Islanders,18,2,5,7,0
Chris Tanev,tanevch01,/players/g/granlmi01.html,New York Rangers,16,1,1,2,0
Chris Tanev,tanevch01,/players/g/granlmi01.html,Ottawa Senators,28,1,7,8,0
Chris Tanev,tanevch01,/players/g/granlmi01.html,Philadelphia Flyers,21,1,8,9,0
Chris Tanev,tanevch01,/players/g/granlmi01.html,Pittsburgh Penguins,19,1,6,7,0
Chris Tanev,tanevch01,/players/g/granlmi01.html,San Jose Sharks,35,1,7,8,0
Chris Tanev,tanevch01,/players/g/granlmi01.html,Seattle Kraken,13,0,4,4,0
Chris Tanev,tanevch01,/players/g/granlmi01.html,St. Louis Blues,28,1,7,8,1
Chris Tanev,tanevch01,/players/g/granlmi01.html,Tampa Bay Lightning,19,2,1,3,0
Chris Tanev,tanevch01,/players/g/granlmi01.html,Toronto Maple Leafs,26,2,2,4,0
Chris Tanev,tanevch01,/players/g/granlmi01.html,Utah Hockey Club,1,0,1,1,0
Chris Tanev,tanevch01,/players/g/granlmi01.html,Vancouver Canucks,21,0,7,7,0
Chris Tanev,tanevch01,/players/g/granlmi01.html,Vegas Golden Knights,14,1,2,3,1
Chris Tanev,tanevch01,/players/g/granlmi01.html,Washington Capitals,19,0,6,6,0
Chris Tanev,tanevch01,/players/g/granlmi01.html,Winnipeg Jets,38,3,6,9,1
Nicholas Robertson,roberni01,/players/g/granlmi01.html,Anaheim Ducks,2,1,2,3,0
Nicholas Robertson,roberni01,/players/g/granlmi01.html,Arizona Coyotes,3,0,1,1,0
Nicholas Robertson,roberni01,/players/g/granlmi01.html,Boston Bruins,5,1,2,3,0
Nicholas Robertson,roberni01,/players/g/granlmi01.html,Buffalo Sabres,5,3,2,5,0
Nicholas Robertson,roberni01,/players/g/granlmi01.html,Calgary Flames,3,0,1,1,0
Nicholas Robertson,roberni01,/players/g/granlmi01.html,Carolina Hurricanes,7,4,1,5,0
Nicholas Robertson,roberni01,/players/g/granlmi01.html,Chicago Blackhawks,3,3,0,3,1
Nicholas Robertson,roberni01,/players/g/granlmi01.html,Colorado Avalanche,1,0,0,0,0
Nicholas Robertson,roberni01,/players/g/granlmi01.html,Columbus Blue Jackets,6,2,1,3,0
Nicholas Robertson,roberni01,/players/g/granlmi01.html,Dallas Stars,6,3,1,4,1
Nicholas Robertson,roberni01,/players/g/granlmi01.html,Detroit Red Wings,7,2,0,2,0
Nicholas Robertson,roberni01,/players/g/granlmi01.html,Edmonton Oilers,3,0,0,0,0
Nicholas Robertson,roberni01,/players/g/granlmi01.html,Florida Panthers,4,1,1,2,0
Nicholas Robertson,roberni01,/players/g/granlmi01.html,Los Angeles Kings,4,0,0,0,0
Nicholas Robertson,roberni01,/players/g/granlmi01.html,Minnesota Wild,3,0,0,0,0
Nicholas Robertson,roberni01,/players/g/granlmi01.html,Montreal Canadiens,4,1,0,1,0
Nicholas Robertson,roberni01,/players/g/granlmi01.html,Nashville Predators,2,0,0,0,0
Nicholas Robertson,roberni01,/players/g/granlmi01.html,New Jersey Devils,6,1,0,1,0
Nicholas Robertson,roberni01,/players/g/granlmi01.html,New York Islanders,5,0,1,1,0
Nicholas Robertson,roberni01,/players/g/granlmi01.html,New York Rangers,4,0,0,0,0
Nicholas Robertson,roberni01,/players/g/granlmi01.html,Ottawa Senators,7,1,2,3,0
Nicholas Robertson,roberni01,/players/g/granlmi01.html,Philadelphia Flyers,3,0,0,0,0
Nicholas Robertson,roberni01,/players/g/granlmi01.html,Pittsburgh Penguins,5,0,2,2,0
Nicholas Robertson,roberni01,/players/g/granlmi01.html,San Jose Sharks,4,1,0,1,0
Nicholas Robertson,roberni01,/players/g/granlmi01.html,Seattle Kraken,5,1,0,1,1
Nicholas Robertson,roberni01,/players/g/granlmi01.html,St. Louis Blues,3,0,0,0,0
Nicholas Robertson,roberni01,/players/g/granlmi01.html,Tampa Bay Lightning,7,1,2,3,0
Nicholas Robertson,roberni01,/players/g/granlmi01.html,Utah Hockey Club,1,0,0,0,0
Nicholas Robertson,roberni01,/players/g/granlmi01.html,Vancouver Canucks,7,2,0,2,0
Nicholas Robertson,roberni01,/players/g/granlmi01.html,Vegas Golden Knights,5,0,2,2,0
Nicholas Robertson,roberni01,/players/g/granlmi01.html,Washington Capitals,5,0,0,0,0
Nicholas Robertson,roberni01,/players/g/granlmi01.html,Winnipeg Jets,5,0,2,2,0
Jake McCabe,mccabja01,/players/g/granlmi01.html,Anaheim Ducks,17,2,6,8,1
Jake McCabe,mccabja01,/players/g/granlmi01.html,Arizona Coyotes,16,3,5,8,1
Jake McCabe,mccabja01,/players/g/granlmi01.html,Boston Bruins,27,1,5,6,0
Jake McCabe,mccabja01,/players/g/granlmi01.html,Buffalo Sabres,9,0,2,2,0
Jake McCabe,mccabja01,/players/g/granlmi01.html,Calgary Flames,17,2,2,4,0
Jake McCabe,mccabja01,/players/g/granlmi01.html,Carolina Hurricanes,22,1,3,4,0
Jake McCabe,mccabja01,/players/g/granlmi01.html,Chicago Blackhawks,10,1,3,4,0
Jake McCabe,mccabja01,/players/g/granlmi01.html,Colorado Avalanche,15,1,4,5,0
Jake McCabe,mccabja01,/players/g/granlmi01.html,Columbus Blue Jackets,25,2,7,9,0
Jake McCabe,mccabja01,/players/g/granlmi01.html,Dallas Stars,16,1,2,3,1
Jake McCabe,mccabja01,/players/g/granlmi01.html,Detroit Red Wings,29,1,5,6,1
Jake McCabe,mccabja01,/players/g/granlmi01.html,Edmonton Oilers,20,0,4,4,0
Jake McCabe,mccabja01,/players/g/granlmi01.html,Florida Panthers,26,1,2,3,0
Jake McCabe,mccabja01,/players/g/granlmi01.html,Los Angeles Kings,16,0,5,5,0
Jake McCabe,mccabja01,/players/g/granlmi01.html,Minnesota Wild,19,2,4,6,0
Jake McCabe,mccabja01,/players/g/granlmi01.html,Montreal Canadiens,24,0,6,6,0
Jake McCabe,mccabja01,/players/g/granlmi01.html,Nashville Predators,14,1,4,5,0
Jake McCabe,mccabja01,/players/g/granlmi01.html,New Jersey Devils,23,2,9,11,0
Jake McCabe,mccabja01,/players/g/granlmi01.html,New York Islanders,24,0,4,4,0
Jake McCabe,mccabja01,/players/g/granlmi01.html,New York Rangers,23,0,7,7,0
Jake McCabe,mccabja01,/players/g/granlmi01.html,Ottawa Senators,26,1,9,10,0
Jake McCabe,mccabja01,/players/g/granlmi01.html,Philadelphia Flyers,23,1,6,7,0
Jake McCabe,mccabja01,/players/g/granlmi01.html,Pittsburgh Penguins,22,3,2,5,1
Jake McCabe,mccabja01,/players/g/granlmi01.html,San Jose Sharks,18,2,5,7,0
Jake McCabe,mccabja01,/players/g/granlmi01.html,Seattle Kraken,9,2,2,4,0
Jake McCabe,mccabja01,/players/g/granlmi01.html,St. Louis Blues,20,0,1,1,0
Jake McCabe,mccabja01,/players/g/granlmi01.html,Tampa Bay Lightning,24,0,1,1,0
Jake McCabe,mccabja01,/players/g/granlmi01.html,Toronto Maple Leafs,19,1,4,5,0
Jake McCabe,mccabja01,/players/g/granlmi01.html,Utah Hockey Club,1,0,0,0,0
Jake McCabe,mccabja01,/players/g/granlmi01.html,Vancouver Canucks,17,1,1,2,0
Jake McCabe,mccabja01,/players/g/granlmi01.html,Vegas Golden Knights,13,1,4,5,0
Jake McCabe,mccabja01,/players/g/granlmi01.html,Washington Capitals,24,2,3,5,1
Jake McCabe,mccabja01,/players/g/granlmi01.html,Winnipeg Jets,21,0,7,7,0
Pontus Holmberg,holmbpo01,/players/g/granlmi01.html,Anaheim Ducks,4,0,3,3,0
Pontus Holmberg,holmbpo01,/players/g/granlmi01.html,Arizona Coyotes,3,1,0,1,0
Pontus Holmberg,holmbpo01,/players/g/granlmi01.html,Boston Bruins,5,1,0,1,0
Pontus Holmberg,holmbpo01,/players/g/granlmi01.html,Buffalo Sabres,4,0,0,0,0
Pontus Holmberg,holmbpo01,/players/g/granlmi01.html,Calgary Flames,3,0,1,1,0
Pontus Holmberg,holmbpo01,/players/g/granlmi01.html,Carolina Hurricanes,5,2,1,3,0
Pontus Holmberg,holmbpo01,/players/g/granlmi01.html,Chicago Blackhawks,3,1,1,2,0
Pontus Holmberg,holmbpo01,/players/g/granlmi01.html,Colorado Avalanche,3,0,0,0,0
Pontus Holmberg,holmbpo01,/players/g/granlmi01.html,Columbus Blue Jackets,4,0,0,0,0
Pontus Holmberg,holmbpo01,/players/g/granlmi01.html,Dallas Stars,3,0,0,0,0
Pontus Holmberg,holmbpo01,/players/g/granlmi01.html,Detroit Red Wings,8,2,0,2,0
Pontus Holmberg,holmbpo01,/players/g/granlmi01.html,Edmonton Oilers,4,2,2,4,1
Pontus Holmberg,holmbpo01,/players/g/granlmi01.html,Florida Panthers,3,0,1,1,0
Pontus Holmberg,holmbpo01,/players/g/granlmi01.html,Los Angeles Kings,3,0,1,1,0
Pontus Holmberg,holmbpo01,/players/g/granlmi01.html,Minnesota Wild,2,0,1,1,0
Pontus Holmberg,holmbpo01,/players/g/granlmi01.html,Montreal Canadiens,5,0,1,1,0
Pontus Holmberg,holmbpo01,/players/g/granlmi01.html,Nashville Predators,3,0,0,0,0
Pontus Holmberg,holmbpo01,/players/g/granlmi01.html,New Jersey Devils,9,2,1,3,1
Pontus Holmberg,holmbpo01,/players/g/granlmi01.html,New York Islanders,4,0,1,1,0
Pontus Holmberg,holmbpo01,/players/g/granlmi01.html,New York Rangers,5,1,0,1,0
Pontus Holmberg,holmbpo01,/players/g/granlmi01.html,Ottawa Senators,4,0,0,0,0
Pontus Holmberg,holmbpo01,/players/g/granlmi01.html,Philadelphia Flyers,6,1,2,3,0
Pontus Holmberg,holmbpo01,/players/g/granlmi01.html,Pittsburgh Penguins,7,1,3,4,1
Pontus Holmberg,holmbpo01,/players/g/granlmi01.html,San Jose Sharks,4,1,1,2,0
Pontus Holmberg,holmbpo01,/players/g/granlmi01.html,Seattle Kraken,4,0,0,0,0
Pontus Holmberg,holmbpo01,/players/g/granlmi01.html,St. Louis Blues,6,0,1,1,0
Pontus Holmberg,holmbpo01,/players/g/granlmi01.html,Tampa Bay Lightning,8,1,1,2,0
Pontus Holmberg,holmbpo01,/players/g/granlmi01.html,Utah Hockey Club,1,0,0,0,0
Pontus Holmberg,holmbpo01,/players/g/granlmi01.html,Vancouver Canucks,2,0,0,0,0
Pontus Holmberg,holmbpo01,/players/g/granlmi01.html,Vegas Golden Knights,3,2,2,4,0
Pontus Holmberg,holmbpo01,/players/g/granlmi01.html,Washington Capitals,8,0,2,2,0
Pontus Holmberg,holmbpo01,/players/g/granlmi01.html,Winnipeg Jets,4,0,0,0,0
Steven Lorentz,lorenst01,/players/g/granlmi01.html,Anaheim Ducks,7,2,0,2,0
Steven Lorentz,lorenst01,/players/g/granlmi01.html,Arizona Coyotes,5,0,0,0,0
Steven Lorentz,lorenst01,/players/g/granlmi01.html,Boston Bruins,12,1,0,1,0
Steven Lorentz,lorenst01,/players/g/granlmi01.html,Buffalo Sabres,7,0,1,1,0
Steven Lorentz,lorenst01,/players/g/granlmi01.html,Calgary Flames,8,0,4,4,0
Steven Lorentz,lorenst01,/players/g/granlmi01.html,Carolina Hurricanes,5,0,3,3,0
Steven Lorentz,lorenst01,/players/g/granlmi01.html,Chicago Blackhawks,15,0,3,3,0
Steven Lorentz,lorenst01,/players/g/granlmi01.html,Colorado Avalanche,4,1,0,1,0
Steven Lorentz,lorenst01,/players/g/granlmi01.html,Columbus Blue Jackets,16,2,2,4,0
Steven Lorentz,lorenst01,/players/g/granlmi01.html,Dallas Stars,13,1,3,4,0
Steven Lorentz,lorenst01,/players/g/granlmi01.html,Detroit Red Wings,14,1,1,2,1
Steven Lorentz,lorenst01,/players/g/granlmi01.html,Edmonton Oilers,10,2,1,3,0
Steven Lorentz,lorenst01,/players/g/granlmi01.html,Florida Panthers,13,0,1,1,0
Steven Lorentz,lorenst01,/players/g/granlmi01.html,Los Angeles Kings,5,0,0,0,0
Steven Lorentz,lorenst01,/players/g/granlmi01.html,Minnesota Wild,7,1,0,1,0
Steven Lorentz,lorenst01,/players/g/granlmi01.html,Montreal Canadiens,8,1,0,1,0
Steven Lorentz,lorenst01,/players/g/granlmi01.html,Nashville Predators,14,1,4,5,1
Steven Lorentz,lorenst01,/players/g/granlmi01.html,New Jersey Devils,10,2,1,3,1
Steven Lorentz,lorenst01,/players/g/granlmi01.html,New York Islanders,9,1,0,1,1
Steven Lorentz,lorenst01,/players/g/granlmi01.html,New York Rangers,8,0,1,1,0
Steven Lorentz,lorenst01,/players/g/granlmi01.html,Ottawa Senators,8,0,0,0,0
Steven Lorentz,lorenst01,/players/g/granlmi01.html,Philadelphia Flyers,9,4,1,5,0
Steven Lorentz,lorenst01,/players/g/granlmi01.html,Pittsburgh Penguins,7,0,1,1,0
Steven Lorentz,lorenst01,/players/g/granlmi01.html,San Jose Sharks,3,0,1,1,0
Steven Lorentz,lorenst01,/players/g/granlmi01.html,Seattle Kraken,9,0,0,0,0
Steven Lorentz,lorenst01,/players/g/granlmi01.html,St. Louis Blues,6,2,0,2,0
Steven Lorentz,lorenst01,/players/g/granlmi01.html,Tampa Bay Lightning,16,1,1,2,0
Steven Lorentz,lorenst01,/players/g/granlmi01.html,Toronto Maple Leafs,6,1,1,2,1
Steven Lorentz,lorenst01,/players/g/granlmi01.html,Utah Hockey Club,1,0,0,0,0
Steven Lorentz,lorenst01,/players/g/granlmi01.html,Vancouver Canucks,9,1,0,1,0
Steven Lorentz,lorenst01,/players/g/granlmi01.html,Vegas Golden Knights,7,0,0,0,0
Steven Lorentz,lorenst01,/players/g/granlmi01.html,Washington Capitals,10,0,1,1,0
Steven Lorentz,lorenst01,/players/g/granlmi01.html,Winnipeg Jets,8,1,0,1,0
Max Pacioretty,pacioma01,/players/g/granlmi01.html,Anaheim Ducks,29,11,15,26,3
Max Pacioretty,pacioma01,/players/g/granlmi01.html,Arizona Coyotes,30,12,13,25,4
Max Pacioretty,pacioma01,/players/g/granlmi01.html,Boston Bruins,49,19,16,35,5
Max Pacioretty,pacioma01,/players/g/granlmi01.html,Buffalo Sabres,48,13,22,35,2
Max Pacioretty,pacioma01,/players/g/granlmi01.html,Calgary Flames,29,7,11,18,0
Max Pacioretty,pacioma01,/players/g/granlmi01.html,Carolina Hurricanes,32,14,10,24,1
Max Pacioretty,pacioma01,/players/g/granlmi01.html,Chicago Blackhawks,20,3,9,12,0
Max Pacioretty,pacioma01,/players/g/granlmi01.html,Colorado Avalanche,27,13,12,25,4
Max Pacioretty,pacioma01,/players/g/granlmi01.html,Columbus Blue Jackets,22,8,5,13,4
Max Pacioretty,pacioma01,/players/g/granlmi01.html,Dallas Stars,21,11,8,19,4
Max Pacioretty,pacioma01,/players/g/granlmi01.html,Detroit Red Wings,27,11,8,19,1
Max Pacioretty,pacioma01,/players/g/granlmi01.html,Edmonton Oilers,26,9,4,13,2
Max Pacioretty,pacioma01,/players/g/granlmi01.html,Florida Panthers,39,12,17,29,3
Max Pacioretty,pacioma01,/players/g/granlmi01.html,Los Angeles Kings,28,12,14,26,1
Max Pacioretty,pacioma01,/players/g/granlmi01.html,Minnesota Wild,27,11,10,21,2
Max Pacioretty,pacioma01,/players/g/granlmi01.html,Montreal Canadiens,8,1,2,3,0
Max Pacioretty,pacioma01,/players/g/granlmi01.html,Nashville Predators,19,7,5,12,2
Max Pacioretty,pacioma01,/players/g/granlmi01.html,New Jersey Devils,37,16,9,25,2
Max Pacioretty,pacioma01,/players/g/granlmi01.html,New York Islanders,35,12,11,23,2
Max Pacioretty,pacioma01,/players/g/granlmi01.html,New York Rangers,36,10,12,22,2
Max Pacioretty,pacioma01,/players/g/granlmi01.html,Ottawa Senators,45,14,17,31,2
Max Pacioretty,pacioma01,/players/g/granlmi01.html,Philadelphia Flyers,35,8,15,23,0
Max Pacioretty,pacioma01,/players/g/granlmi01.html,Pittsburgh Penguins,35,14,12,26,2
Max Pacioretty,pacioma01,/players/g/granlmi01.html,San Jose Sharks,27,7,14,21,1
Max Pacioretty,pacioma01,/players/g/granlmi01.html,Seattle Kraken,5,3,2,5,0
Max Pacioretty,pacioma01,/players/g/granlmi01.html,St. Louis Blues,25,13,10,23,2
Max Pacioretty,pacioma01,/players/g/granlmi01.html,Tampa Bay Lightning,40,15,15,30,4
Max Pacioretty,pacioma01,/players/g/granlmi01.html,Toronto Maple Leafs,44,20,11,31,3
Max Pacioretty,pacioma01,/players/g/granlmi01.html,Vancouver Canucks,27,14,10,24,2
Max Pacioretty,pacioma01,/players/g/granlmi01.html,Vegas Golden Knights,2,1,1,2,1
Max Pacioretty,pacioma01,/players/g/granlmi01.html,Washington Capitals,33,7,13,20,3
Max Pacioretty,pacioma01,/players/g/granlmi01.html,Winnipeg Jets,32,7,13,20,2
David Kämpf,kampfda01,/players/g/granlmi01.html,Anaheim Ducks,11,1,1,2,0
David Kämpf,kampfda01,/players/g/granlmi01.html,Arizona Coyotes,13,0,2,2,0
David Kämpf,kampfda01,/players/g/granlmi01.html,Boston Bruins,20,1,2,3,0
David Kämpf,kampfda01,/players/g/granlmi01.html,Buffalo Sabres,16,1,2,3,0
David Kämpf,kampfda01,/players/g/granlmi01.html,Calgary Flames,16,0,1,1,0
David Kämpf,kampfda01,/players/g/granlmi01.html,Carolina Hurricanes,23,3,3,6,0
David Kämpf,kampfda01,/players/g/granlmi01.html,Chicago Blackhawks,7,2,3,5,1
David Kämpf,kampfda01,/players/g/granlmi01.html,Colorado Avalanche,17,0,3,3,0
David Kämpf,kampfda01,/players/g/granlmi01.html,Columbus Blue Jackets,22,1,6,7,0
David Kämpf,kampfda01,/players/g/granlmi01.html,Dallas Stars,22,1,6,7,0
David Kämpf,kampfda01,/players/g/granlmi01.html,Detroit Red Wings,25,2,5,7,0
David Kämpf,kampfda01,/players/g/granlmi01.html,Edmonton Oilers,15,1,4,5,0
David Kämpf,kampfda01,/players/g/granlmi01.html,Florida Panthers,23,2,5,7,0
David Kämpf,kampfda01,/players/g/granlmi01.html,Los Angeles Kings,13,3,1,4,1
David Kämpf,kampfda01,/players/g/granlmi01.html,Minnesota Wild,16,2,0,2,0
David Kämpf,kampfda01,/players/g/granlmi01.html,Montreal Canadiens,17,2,2,4,0
David Kämpf,kampfda01,/players/g/granlmi01.html,Nashville Predators,22,5,3,8,1
David Kämpf,kampfda01,/players/g/granlmi01.html,New Jersey Devils,14,2,4,6,0
David Kämpf,kampfda01,/players/g/granlmi01.html,New York Islanders,16,2,3,5,0
David Kämpf,kampfda01,/players/g/granlmi01.html,New York Rangers,14,1,4,5,0
David Kämpf,kampfda01,/players/g/granlmi01.html,Ottawa Senators,17,2,4,6,0
David Kämpf,kampfda01,/players/g/granlmi01.html,Philadelphia Flyers,15,1,3,4,0
David Kämpf,kampfda01,/players/g/granlmi01.html,Pittsburgh Penguins,14,1,1,2,0
David Kämpf,kampfda01,/players/g/granlmi01.html,San Jose Sharks,15,1,3,4,0
David Kämpf,kampfda01,/players/g/granlmi01.html,Seattle Kraken,8,1,0,1,0
David Kämpf,kampfda01,/players/g/granlmi01.html,St. Louis Blues,18,1,5,6,0
David Kämpf,kampfda01,/players/g/granlmi01.html,Tampa Bay Lightning,26,1,6,7,0
David Kämpf,kampfda01,/players/g/granlmi01.html,Toronto Maple Leafs,5,0,0,0,0
David Kämpf,kampfda01,/players/g/granlmi01.html,Vancouver Canucks,16,3,0,3,0
David Kämpf,kampfda01,/players/g/granlmi01.html,Vegas Golden Knights,14,1,2,3,0
David Kämpf,kampfda01,/players/g/granlmi01.html,Washington Capitals,15,0,4,4,0
David Kämpf,kampfda01,/players/g/granlmi01.html,Winnipeg Jets,20,3,4,7,2
Conor Timmins,timmico01,/players/g/granlmi01.html,Anaheim Ducks,5,0,4,4,0
Conor Timmins,timmico01,/players/g/granlmi01.html,Arizona Coyotes,1,0,2,2,0
Conor Timmins,timmico01,/players/g/granlmi01.html,Boston Bruins,5,0,0,0,0
Conor Timmins,timmico01,/players/g/granlmi01.html,Buffalo Sabres,5,0,3,3,0
Conor Timmins,timmico01,/players/g/granlmi01.html,Calgary Flames,3,0,0,0,0
Conor Timmins,timmico01,/players/g/granlmi01.html,Carolina Hurricanes,2,0,0,0,0
Conor Timmins,timmico01,/players/g/granlmi01.html,Chicago Blackhawks,5,1,1,2,0
Conor Timmins,timmico01,/players/g/granlmi01.html,Colorado Avalanche,1,0,0,0,0
Conor Timmins,timmico01,/players/g/granlmi01.html,Columbus Blue Jackets,4,0,1,1,0
Conor Timmins,timmico01,/players/g/granlmi01.html,Dallas Stars,3,0,0,0,0
Conor Timmins,timmico01,/players/g/granlmi01.html,Detroit Red Wings,4,0,1,1,0
Conor Timmins,timmico01,/players/g/granlmi01.html,Edmonton Oilers,4,0,0,0,0
Conor Timmins,timmico01,/players/g/granlmi01.html,Florida Panthers,5,0,1,1,0
Conor Timmins,timmico01,/players/g/granlmi01.html,Los Angeles Kings,7,0,3,3,0
Conor Timmins,timmico01,/players/g/granlmi01.html,Minnesota Wild,7,0,0,0,0
Conor Timmins,timmico01,/players/g/granlmi01.html,Montreal Canadiens,4,1,1,2,0
Conor Timmins,timmico01,/players/g/granlmi01.html,Nashville Predators,3,0,1,1,0
Conor Timmins,timmico01,/players/g/granlmi01.html,New Jersey Devils,5,0,2,2,0
Conor Timmins,timmico01,/players/g/granlmi01.html,New York Islanders,5,0,1,1,0
Conor Timmins,timmico01,/players/g/granlmi01.html,New York Rangers,6,1,1,2,0
Conor Timmins,timmico01,/players/g/granlmi01.html,Ottawa Senators,3,0,0,0,0
Conor Timmins,timmico01,/players/g/granlmi01.html,Philadelphia Flyers,3,1,1,2,1
Conor Timmins,timmico01,/players/g/granlmi01.html,Pittsburgh Penguins,6,1,1,2,0
Conor Timmins,timmico01,/players/g/granlmi01.html,San Jose Sharks,7,0,3,3,0
Conor Timmins,timmico01,/players/g/granlmi01.html,Seattle Kraken,3,0,1,1,0
Conor Timmins,timmico01,/players/g/granlmi01.html,St. Louis Blues,10,0,2,2,0
Conor Timmins,timmico01,/players/g/granlmi01.html,Tampa Bay Lightning,7,0,2,2,0
Conor Timmins,timmico01,/players/g/granlmi01.html,Utah Hockey Club,1,0,0,0,0
Conor Timmins,timmico01,/players/g/granlmi01.html,Vancouver Canucks,1,0,0,0,0
Conor Timmins,timmico01,/players/g/granlmi01.html,Vegas Golden Knights,7,0,1,1,0
Conor Timmins,timmico01,/players/g/granlmi01.html,Washington Capitals,6,0,1,1,0
Conor Timmins,timmico01,/players/g/granlmi01.html,Winnipeg Jets,3,0,0,0,0
Fraser Minten,mintefr01,/players/g/granlmi01.html,Anaheim Ducks,1,0,0,0,0
Fraser Minten,mintefr01,/players/g/granlmi01.html,Chicago Blackhawks,2,1,0,1,0
Fraser Minten,mintefr01,/players/g/granlmi01.html,Columbus Blue Jackets,1,0,0,0,0
Fraser Minten,mintefr01,/players/g/granlmi01.html,Detroit Red Wings,1,0,0,0,0
Fraser Minten,mintefr01,/players/g/granlmi01.html,Florida Panthers,2,0,0,0,0
Fraser Minten,mintefr01,/players/g/granlmi01.html,Minnesota Wild,2,0,0,0,0
Fraser Minten,mintefr01,/players/g/granlmi01.html,Montreal Canadiens,1,0,0,0,0
Fraser Minten,mintefr01,/players/g/granlmi01.html,Nashville Predators,1,0,0,0,0
Fraser Minten,mintefr01,/players/g/granlmi01.html,New Jersey Devils,1,0,0,0,0
Fraser Minten,mintefr01,/players/g/granlmi01.html,Ottawa Senators,1,0,0,0,0
Fraser Minten,mintefr01,/players/g/granlmi01.html,Pittsburgh Penguins,1,0,0,0,0
Fraser Minten,mintefr01,/players/g/granlmi01.html,Tampa Bay Lightning,2,0,1,1,0
Fraser Minten,mintefr01,/players/g/granlmi01.html,Utah Hockey Club,1,0,1,1,0
Fraser Minten,mintefr01,/players/g/granlmi01.html,Vegas Golden Knights,1,1,0,1,1
Fraser Minten,mintefr01,/players/g/granlmi01.html,Washington Capitals,1,0,0,0,0
Philippe Myers,myersph01,/players/g/granlmi01.html,Anaheim Ducks,1,0,1,1,0
Philippe Myers,myersph01,/players/g/granlmi01.html,Arizona Coyotes,4,0,0,0,0
Philippe Myers,myersph01,/players/g/granlmi01.html,Boston Bruins,11,1,2,3,0
Philippe Myers,myersph01,/players/g/granlmi01.html,Buffalo Sabres,12,0,4,4,0
Philippe Myers,myersph01,/players/g/granlmi01.html,Calgary Flames,2,1,0,1,0
Philippe Myers,myersph01,/players/g/granlmi01.html,Carolina Hurricanes,7,0,3,3,0
Philippe Myers,myersph01,/players/g/granlmi01.html,Chicago Blackhawks,5,0,1,1,0
Philippe Myers,myersph01,/players/g/granlmi01.html,Colorado Avalanche,2,0,0,0,0
